4 ingredients
Candy, Chocolate, Sprinkles, Sugar

Part 1
Score: 18  Recipe: [('Candy', 3), ('Chocolate', 5), ('Sprinkles', 1), ('Sugar', 3)]
Score: 56700  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 2), ('Sugar', 23)]
Score: 25200  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 2), ('Sugar', 24)]
Score: 49140  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 3), ('Sugar', 16)]
Score: 86940  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 3), ('Sugar', 17)]
Score: 113400  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 3), ('Sugar', 18)]
Score: 128520  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 3), ('Sugar', 19)]
Score: 132300  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 3), ('Sugar', 20)]
Score: 124740  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 3), ('Sugar', 21)]
Score: 105840  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 3), ('Sugar', 22)]
Score: 75600  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 3), ('Sugar', 23)]
Score: 34020  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 3), ('Sugar', 24)]
Score: 57960  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 4), ('Sugar', 17)]
Score: 100800  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 4), ('Sugar', 18)]
Score: 128520  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 4), ('Sugar', 19)]
Score: 141120  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 4), ('Sugar', 20)]
Score: 138600  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 4), ('Sugar', 21)]
Score: 120960  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 4), ('Sugar', 22)]
Score: 88200  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 4), ('Sugar', 23)]
Score: 63000  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 5), ('Sugar', 18)]
Score: 107100  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 5), ('Sugar', 19)]
Score: 132300  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 5), ('Sugar', 20)]
Score: 138600  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 5), ('Sugar', 21)]
Score: 126000  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 5), ('Sugar', 22)]
Score: 64260  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 6), ('Sugar', 19)]
Score: 105840  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 6), ('Sugar', 20)]
Score: 124740  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 6), ('Sugar', 21)]
Score: 61740  Recipe: [('Candy', 36), ('Chocolate', 37), ('Sprinkles', 7), ('Sugar', 20)]
Score: 20808  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 1), ('Sugar', 14)]
Score: 37944  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 1), ('Sugar', 15)]
Score: 51408  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 1), ('Sugar', 16)]
Score: 61200  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 1), ('Sugar', 17)]
Score: 67320  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 1), ('Sugar', 18)]
Score: 69768  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 1), ('Sugar', 19)]
Score: 68544  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 1), ('Sugar', 20)]
Score: 63648  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 1), ('Sugar', 21)]
Score: 55080  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 1), ('Sugar', 22)]
Score: 42840  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 1), ('Sugar', 23)]
Score: 26928  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 1), ('Sugar', 24)]
Score: 7344  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 1), ('Sugar', 25)]
Score: 37944  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 2), ('Sugar', 15)]
Score: 68544  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 2), ('Sugar', 16)]
Score: 91800  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 2), ('Sugar', 17)]
Score: 107712  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 2), ('Sugar', 18)]
Score: 116280  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 2), ('Sugar', 19)]
Score: 117504  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 2), ('Sugar', 20)]
Score: 111384  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 2), ('Sugar', 21)]
Score: 97920  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 2), ('Sugar', 22)]
Score: 77112  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 2), ('Sugar', 23)]
Score: 48960  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 2), ('Sugar', 24)]
Score: 51408  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 3), ('Sugar', 16)]
Score: 91800  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 3), ('Sugar', 17)]
Score: 121176  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 3), ('Sugar', 18)]
Score: 139536  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 3), ('Sugar', 19)]
Score: 146880  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 3), ('Sugar', 20)]
Score: 143208  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 3), ('Sugar', 21)]
Score: 128520  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 3), ('Sugar', 22)]
Score: 102816  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 3), ('Sugar', 23)]
Score: 61200  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 4), ('Sugar', 17)]
Score: 107712  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 4), ('Sugar', 18)]
Score: 139536  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 4), ('Sugar', 19)]
Score: 156672  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 4), ('Sugar', 20)]
Score: 159120  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 4), ('Sugar', 21)]
Score: 146880  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 4), ('Sugar', 22)]
Score: 67320  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 5), ('Sugar', 18)]
Score: 116280  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 5), ('Sugar', 19)]
Score: 146880  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 5), ('Sugar', 20)]
Score: 159120  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 5), ('Sugar', 21)]
Score: 69768  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 6), ('Sugar', 19)]
Score: 117504  Recipe: [('Candy', 36), ('Chocolate', 38), ('Sprinkles', 6), ('Sugar', 20)]
Score: 21384  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 1), ('Sugar', 14)]
Score: 39204  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 1), ('Sugar', 15)]
Score: 53460  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 1), ('Sugar', 16)]
Score: 64152  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 1), ('Sugar', 17)]
Score: 71280  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 1), ('Sugar', 18)]
Score: 74844  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 1), ('Sugar', 19)]
Score: 74844  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 1), ('Sugar', 20)]
Score: 71280  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 1), ('Sugar', 21)]
Score: 64152  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 1), ('Sugar', 22)]
Score: 53460  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 1), ('Sugar', 23)]
Score: 39204  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 1), ('Sugar', 24)]
Score: 39204  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 2), ('Sugar', 15)]
Score: 71280  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 2), ('Sugar', 16)]
Score: 96228  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 2), ('Sugar', 17)]
Score: 114048  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 2), ('Sugar', 18)]
Score: 124740  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 2), ('Sugar', 19)]
Score: 128304  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 2), ('Sugar', 20)]
Score: 124740  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 2), ('Sugar', 21)]
Score: 114048  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 2), ('Sugar', 22)]
Score: 96228  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 2), ('Sugar', 23)]
Score: 53460  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 3), ('Sugar', 16)]
Score: 96228  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 3), ('Sugar', 17)]
Score: 128304  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 3), ('Sugar', 18)]
Score: 149688  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 3), ('Sugar', 19)]
Score: 160380  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 3), ('Sugar', 20)]
Score: 160380  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 3), ('Sugar', 21)]
Score: 149688  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 3), ('Sugar', 22)]
Score: 64152  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 4), ('Sugar', 17)]
Score: 114048  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 4), ('Sugar', 18)]
Score: 149688  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 4), ('Sugar', 19)]
Score: 171072  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 4), ('Sugar', 20)]
Score: 178200  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 4), ('Sugar', 21)]
Score: 71280  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 5), ('Sugar', 18)]
Score: 124740  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 5), ('Sugar', 19)]
Score: 160380  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 5), ('Sugar', 20)]
Score: 74844  Recipe: [('Candy', 36), ('Chocolate', 39), ('Sprinkles', 6), ('Sugar', 19)]
Score: 21888  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 1), ('Sugar', 14)]
Score: 40320  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 1), ('Sugar', 15)]
Score: 55296  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 1), ('Sugar', 16)]
Score: 66816  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 1), ('Sugar', 17)]
Score: 74880  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 1), ('Sugar', 18)]
Score: 79488  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 1), ('Sugar', 19)]
Score: 80640  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 1), ('Sugar', 20)]
Score: 78336  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 1), ('Sugar', 21)]
Score: 72576  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 1), ('Sugar', 22)]
Score: 63360  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 1), ('Sugar', 23)]
Score: 40320  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 2), ('Sugar', 15)]
Score: 73728  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 2), ('Sugar', 16)]
Score: 100224  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 2), ('Sugar', 17)]
Score: 119808  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 2), ('Sugar', 18)]
Score: 132480  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 2), ('Sugar', 19)]
Score: 138240  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 2), ('Sugar', 20)]
Score: 137088  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 2), ('Sugar', 21)]
Score: 129024  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 2), ('Sugar', 22)]
Score: 55296  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 3), ('Sugar', 16)]
Score: 100224  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 3), ('Sugar', 17)]
Score: 134784  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 3), ('Sugar', 18)]
Score: 158976  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 3), ('Sugar', 19)]
Score: 172800  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 3), ('Sugar', 20)]
Score: 176256  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 3), ('Sugar', 21)]
Score: 66816  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 4), ('Sugar', 17)]
Score: 119808  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 4), ('Sugar', 18)]
Score: 158976  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 4), ('Sugar', 19)]
Score: 184320  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 4), ('Sugar', 20)]
Score: 74880  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 5), ('Sugar', 18)]
Score: 132480  Recipe: [('Candy', 36), ('Chocolate', 40), ('Sprinkles', 5), ('Sugar', 19)]
Score: 22320  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 1), ('Sugar', 14)]
Score: 41292  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 1), ('Sugar', 15)]
Score: 56916  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 1), ('Sugar', 16)]
Score: 69192  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 1), ('Sugar', 17)]
Score: 78120  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 1), ('Sugar', 18)]
Score: 83700  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 1), ('Sugar', 19)]
Score: 85932  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 1), ('Sugar', 20)]
Score: 84816  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 1), ('Sugar', 21)]
Score: 80352  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 1), ('Sugar', 22)]
Score: 41292  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 2), ('Sugar', 15)]
Score: 75888  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 2), ('Sugar', 16)]
Score: 103788  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 2), ('Sugar', 17)]
Score: 124992  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 2), ('Sugar', 18)]
Score: 139500  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 2), ('Sugar', 19)]
Score: 147312  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 2), ('Sugar', 20)]
Score: 148428  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 2), ('Sugar', 21)]
Score: 56916  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 3), ('Sugar', 16)]
Score: 103788  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 3), ('Sugar', 17)]
Score: 140616  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 3), ('Sugar', 18)]
Score: 167400  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 3), ('Sugar', 19)]
Score: 184140  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 3), ('Sugar', 20)]
Score: 69192  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 4), ('Sugar', 17)]
Score: 124992  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 4), ('Sugar', 18)]
Score: 167400  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 4), ('Sugar', 19)]
Score: 78120  Recipe: [('Candy', 36), ('Chocolate', 41), ('Sprinkles', 5), ('Sugar', 18)]
Score: 22680  Recipe: [('Candy', 36), ('Chocolate', 42), ('Sprinkles', 1), ('Sugar', 14)]
Score: 42120  Recipe: [('Candy', 36), ('Chocolate', 42), ('Sprinkles', 1), ('Sugar', 15)]
Score: 58320  Recipe: [('Candy', 36), ('Chocolate', 42), ('Sprinkles', 1), ('Sugar', 16)]
Score: 71280  Recipe: [('Candy', 36), ('Chocolate', 42), ('Sprinkles', 1), ('Sugar', 17)]
Score: 81000  Recipe: [('Candy', 36), ('Chocolate', 42), ('Sprinkles', 1), ('Sugar', 18)]
Score: 87480  Recipe: [('Candy', 36), ('Chocolate', 42), ('Sprinkles', 1), ('Sugar', 19)]
Score: 90720  Recipe: [('Candy', 36), ('Chocolate', 42), ('Sprinkles', 1), ('Sugar', 20)]
Score: 90720  Recipe: [('Candy', 36), ('Chocolate', 42), ('Sprinkles', 1), ('Sugar', 21)]
Score: 42120  Recipe: [('Candy', 36), ('Chocolate', 42), ('Sprinkles', 2), ('Sugar', 15)]
Score: 77760  Recipe: [('Candy', 36), ('Chocolate', 42), ('Sprinkles', 2), ('Sugar', 16)]
Score: 106920  Recipe: [('Candy', 36), ('Chocolate', 42), ('Sprinkles', 2), ('Sugar', 17)]
Score: 129600  Recipe: [('Candy', 36), ('Chocolate', 42), ('Sprinkles', 2), ('Sugar', 18)]
Score: 145800  Recipe: [('Candy', 36), ('Chocolate', 42), ('Sprinkles', 2), ('Sugar', 19)]
Score: 155520  Recipe: [('Candy', 36), ('Chocolate', 42), ('Sprinkles', 2), ('Sugar', 20)]
Score: 58320  Recipe: [('Candy', 36), ('Chocolate', 42), ('Sprinkles', 3), ('Sugar', 16)]
Score: 106920  Recipe: [('Candy', 36), ('Chocolate', 42), ('Sprinkles', 3), ('Sugar', 17)]
Score: 145800  Recipe: [('Candy', 36), ('Chocolate', 42), ('Sprinkles', 3), ('Sugar', 18)]
Score: 174960  Recipe: [('Candy', 36), ('Chocolate', 42), ('Sprinkles', 3), ('Sugar', 19)]
Score: 71280  Recipe: [('Candy', 36), ('Chocolate', 42), ('Sprinkles', 4), ('Sugar', 17)]
Score: 129600  Recipe: [('Candy', 36), ('Chocolate', 42), ('Sprinkles', 4), ('Sugar', 18)]
Score: 22968  Recipe: [('Candy', 36), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 14)]
Score: 42804  Recipe: [('Candy', 36), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 15)]
Score: 59508  Recipe: [('Candy', 36), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 16)]
Score: 73080  Recipe: [('Candy', 36), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 17)]
Score: 83520  Recipe: [('Candy', 36), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 18)]
Score: 90828  Recipe: [('Candy', 36), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 19)]
Score: 95004  Recipe: [('Candy', 36), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 20)]
Score: 42804  Recipe: [('Candy', 36), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 15)]
Score: 79344  Recipe: [('Candy', 36), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 16)]
Score: 109620  Recipe: [('Candy', 36), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 17)]
Score: 133632  Recipe: [('Candy', 36), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 18)]
Score: 151380  Recipe: [('Candy', 36), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 19)]
Score: 59508  Recipe: [('Candy', 36), ('Chocolate', 43), ('Sprinkles', 3), ('Sugar', 16)]
Score: 109620  Recipe: [('Candy', 36), ('Chocolate', 43), ('Sprinkles', 3), ('Sugar', 17)]
Score: 150336  Recipe: [('Candy', 36), ('Chocolate', 43), ('Sprinkles', 3), ('Sugar', 18)]
Score: 73080  Recipe: [('Candy', 36), ('Chocolate', 43), ('Sprinkles', 4), ('Sugar', 17)]
Score: 23184  Recipe: [('Candy', 36), ('Chocolate', 44), ('Sprinkles', 1), ('Sugar', 14)]
Score: 43344  Recipe: [('Candy', 36), ('Chocolate', 44), ('Sprinkles', 1), ('Sugar', 15)]
Score: 60480  Recipe: [('Candy', 36), ('Chocolate', 44), ('Sprinkles', 1), ('Sugar', 16)]
Score: 74592  Recipe: [('Candy', 36), ('Chocolate', 44), ('Sprinkles', 1), ('Sugar', 17)]
Score: 85680  Recipe: [('Candy', 36), ('Chocolate', 44), ('Sprinkles', 1), ('Sugar', 18)]
Score: 93744  Recipe: [('Candy', 36), ('Chocolate', 44), ('Sprinkles', 1), ('Sugar', 19)]
Score: 43344  Recipe: [('Candy', 36), ('Chocolate', 44), ('Sprinkles', 2), ('Sugar', 15)]
Score: 80640  Recipe: [('Candy', 36), ('Chocolate', 44), ('Sprinkles', 2), ('Sugar', 16)]
Score: 111888  Recipe: [('Candy', 36), ('Chocolate', 44), ('Sprinkles', 2), ('Sugar', 17)]
Score: 137088  Recipe: [('Candy', 36), ('Chocolate', 44), ('Sprinkles', 2), ('Sugar', 18)]
Score: 60480  Recipe: [('Candy', 36), ('Chocolate', 44), ('Sprinkles', 3), ('Sugar', 16)]
Score: 111888  Recipe: [('Candy', 36), ('Chocolate', 44), ('Sprinkles', 3), ('Sugar', 17)]
Score: 23328  Recipe: [('Candy', 36), ('Chocolate', 45), ('Sprinkles', 1), ('Sugar', 14)]
Score: 43740  Recipe: [('Candy', 36), ('Chocolate', 45), ('Sprinkles', 1), ('Sugar', 15)]
Score: 61236  Recipe: [('Candy', 36), ('Chocolate', 45), ('Sprinkles', 1), ('Sugar', 16)]
Score: 75816  Recipe: [('Candy', 36), ('Chocolate', 45), ('Sprinkles', 1), ('Sugar', 17)]
Score: 87480  Recipe: [('Candy', 36), ('Chocolate', 45), ('Sprinkles', 1), ('Sugar', 18)]
Score: 43740  Recipe: [('Candy', 36), ('Chocolate', 45), ('Sprinkles', 2), ('Sugar', 15)]
Score: 81648  Recipe: [('Candy', 36), ('Chocolate', 45), ('Sprinkles', 2), ('Sugar', 16)]
Score: 113724  Recipe: [('Candy', 36), ('Chocolate', 45), ('Sprinkles', 2), ('Sugar', 17)]
Score: 61236  Recipe: [('Candy', 36), ('Chocolate', 45), ('Sprinkles', 3), ('Sugar', 16)]
Score: 23400  Recipe: [('Candy', 36), ('Chocolate', 46), ('Sprinkles', 1), ('Sugar', 14)]
Score: 43992  Recipe: [('Candy', 36), ('Chocolate', 46), ('Sprinkles', 1), ('Sugar', 15)]
Score: 61776  Recipe: [('Candy', 36), ('Chocolate', 46), ('Sprinkles', 1), ('Sugar', 16)]
Score: 76752  Recipe: [('Candy', 36), ('Chocolate', 46), ('Sprinkles', 1), ('Sugar', 17)]
Score: 43992  Recipe: [('Candy', 36), ('Chocolate', 46), ('Sprinkles', 2), ('Sugar', 15)]
Score: 82368  Recipe: [('Candy', 36), ('Chocolate', 46), ('Sprinkles', 2), ('Sugar', 16)]
Score: 23400  Recipe: [('Candy', 36), ('Chocolate', 47), ('Sprinkles', 1), ('Sugar', 14)]
Score: 44100  Recipe: [('Candy', 36), ('Chocolate', 47), ('Sprinkles', 1), ('Sugar', 15)]
Score: 62100  Recipe: [('Candy', 36), ('Chocolate', 47), ('Sprinkles', 1), ('Sugar', 16)]
Score: 44100  Recipe: [('Candy', 36), ('Chocolate', 47), ('Sprinkles', 2), ('Sugar', 15)]
Score: 23328  Recipe: [('Candy', 36), ('Chocolate', 48), ('Sprinkles', 1), ('Sugar', 14)]
Score: 44064  Recipe: [('Candy', 36), ('Chocolate', 48), ('Sprinkles', 1), ('Sugar', 15)]
Score: 23184  Recipe: [('Candy', 36), ('Chocolate', 49), ('Sprinkles', 1), ('Sugar', 14)]
Score: 1248  Recipe: [('Candy', 37), ('Chocolate', 22), ('Sprinkles', 1), ('Sugar', 14)]
Score: 2448  Recipe: [('Candy', 37), ('Chocolate', 23), ('Sprinkles', 1), ('Sugar', 14)]
Score: 1530  Recipe: [('Candy', 37), ('Chocolate', 23), ('Sprinkles', 1), ('Sugar', 15)]
Score: 1224  Recipe: [('Candy', 37), ('Chocolate', 23), ('Sprinkles', 2), ('Sugar', 15)]
Score: 3600  Recipe: [('Candy', 37), ('Chocolate', 24), ('Sprinkles', 1), ('Sugar', 14)]
Score: 4500  Recipe: [('Candy', 37), ('Chocolate', 24), ('Sprinkles', 1), ('Sugar', 15)]
Score: 3600  Recipe: [('Candy', 37), ('Chocolate', 24), ('Sprinkles', 2), ('Sugar', 15)]
Score: 4704  Recipe: [('Candy', 37), ('Chocolate', 25), ('Sprinkles', 1), ('Sugar', 14)]
Score: 7350  Recipe: [('Candy', 37), ('Chocolate', 25), ('Sprinkles', 1), ('Sugar', 15)]
Score: 4704  Recipe: [('Candy', 37), ('Chocolate', 25), ('Sprinkles', 1), ('Sugar', 16)]
Score: 5880  Recipe: [('Candy', 37), ('Chocolate', 25), ('Sprinkles', 2), ('Sugar', 15)]
Score: 5880  Recipe: [('Candy', 37), ('Chocolate', 25), ('Sprinkles', 2), ('Sugar', 16)]
Score: 3528  Recipe: [('Candy', 37), ('Chocolate', 25), ('Sprinkles', 3), ('Sugar', 16)]
Score: 5760  Recipe: [('Candy', 37), ('Chocolate', 26), ('Sprinkles', 1), ('Sugar', 14)]
Score: 10080  Recipe: [('Candy', 37), ('Chocolate', 26), ('Sprinkles', 1), ('Sugar', 15)]
Score: 9216  Recipe: [('Candy', 37), ('Chocolate', 26), ('Sprinkles', 1), ('Sugar', 16)]
Score: 3168  Recipe: [('Candy', 37), ('Chocolate', 26), ('Sprinkles', 1), ('Sugar', 17)]
Score: 8064  Recipe: [('Candy', 37), ('Chocolate', 26), ('Sprinkles', 2), ('Sugar', 15)]
